1

1.0	1:0.0
0.9950041652780258	1:0.1
0.9800665778412416	1:0.2
0.955336489125606	1:0.3
0.9210609940028851	1:0.4
0.8775825618903728	1:0.5
0.8253356149096783	1:0.6
0.7648421872844885	1:0.7
0.6967067093471654	1:0.8
0.6216099682706644	1:0.9
0.5403023058681398	1:1.0
0.4535961214255773	1:1.1
0.3623577544766736	1:1.2
0.26749882862458735	1:1.3
0.16996714290024104	1:1.4
0.0707372016677029	1:1.5
-0.029199522301288815	1:1.6
-0.12884449429552464	1:1.7
-0.2272020946930871	1:1.8
-0.32328956686350335	1:1.9
-0.4161468365471424	1:2.0
-0.5048461045998576	1:2.1
-0.5885011172553458	1:2.2
-0.666276021279824	1:2.3
-0.7373937155412454	1:2.4
-0.8011436155469337	1:2.5
-0.8568887533689473	1:2.6
-0.9040721420170612	1:2.7
-0.9422223406686581	1:2.8
-0.9709581651495905	1:2.9
-0.9899924966004454	1:3.0
-0.9991351502732795	1:3.1
-0.9982947757947531	1:3.2
-0.9874797699088649	1:3.3
-0.9667981925794611	1:3.4
-0.9364566872907963	1:3.5
-0.896758416334147	1:3.6
-0.848100031710408	1:3.7
-0.7909677119144168	1:3.8
-0.7259323042001402	1:3.9
-0.6536436208636119	1:4.0
-0.5748239465332692	1:4.1
-0.4902608213406994	1:4.2
-0.40079917207997545	1:4.3
-0.30733286997841935	1:4.4
-0.2107957994307797	1:4.5
-0.11215252693505487	1:4.6
-0.01238866346289056	1:4.7
0.0874989834394464	1:4.8
0.18651236942257576	1:4.9
0.28366218546322625	1:5.0
0.37797774271298024	1:5.1
0.4685166713003771	1:5.2
0.5543743361791608	1:5.3
0.6346928759426347	1:5.4
0.70866977429126	1:5.5
0.7755658785102496	1:5.6
0.8347127848391598	1:5.7
0.8855195169413189	1:5.8
0.9274784307440359	1:5.9
0.9601702866503661	1:6.0
0.9832684384425845	1:6.1
0.9965420970232175	1:6.2
0.9998586363834151	1:6.3
0.9931849187581926	1:6.4
0.9765876257280235	1:6.5
0.9502325919585296	1:6.6
0.9143831482353194	1:6.7
0.8693974903498253	1:6.8
0.8157251001253568	1:6.9
0.7539022543433046	1:7.0
0.6845466664428066	1:7.1
0.6083513145322546	1:7.2
0.5260775173811053	1:7.3
0.43854732757439036	1:7.4
0.3466353178350258	1:7.5
0.2512598425822557	1:7.6
0.15337386203786435	1:7.7
0.05395542056264975	1:7.8
-0.04600212563953695	1:7.9
-0.14550003380861354	1:8.0
-0.2435441537357911	1:8.1
-0.3391548609838345	1:8.2
-0.43137684497062084	1:8.3
-0.5192886541166856	1:8.4
-0.6020119026848236	1:8.5
-0.6787200473200125	1:8.6
-0.7486466455973987	1:8.7
-0.811093014061656	1:8.8
-0.8654352092411123	1:8.9
-0.9111302618846769	1:9.0
-0.9477216021311119	1:9.1
-0.9748436214041636	1:9.2
-0.9922253254526034	1:9.3
-0.9996930420352065	1:9.4
-0.9971721561963784	1:9.5
-0.984687855794127	1:9.6
-0.9623648798313102	1:9.7
-0.9304262721047533	1:9.8
-0.8891911526253609	1:9.9
-0.8390715290764524	1:10.0
-0.7805681801691837	1:10.1
-0.7142656520272002	1:10.2
-0.6408264175949933	1:10.3
-0.5609842574272288	1:10.4
-0.47553692799599256	1:10.5
-0.3853381907718296	1:10.6
-0.2912892817213455	1:10.7
-0.1943299064553348	1:10.8
-0.09542885100095065	1:10.9
0.004425697988050785	1:11.0
0.10423602686569688	1:11.1
0.2030048638187504	1:11.2
0.2997453432770149	1:11.3
0.3934908663478909	1:11.4
0.4833047587530059	1:11.5
0.5682896297679736	1:11.6
